ID,TARGET
1,1785.7328291534013
2,1669.2266398387592
3,1570.0114458648004
4,1698.523013125344
5,3337.904018158725
6,1533.650779414563
7,2489.96195708475
8,1639.4489881025931
9,2384.0299693811457
10,1908.0295399055672
11,2048.5891291577886
12,1402.2696013587422
13,1454.20990731092
14,1801.7950883333567
15,1707.382063668439
16,1782.5790492014435
17,1818.8362139754336
18,1513.2872963151738
19,1281.4516320729767
20,1853.4624483617806
21,1809.237864275187
22,1841.1845906141525
23,1866.8653102461217
24,1732.792083260881
25,1519.0862626476285
26,1977.798303250204
27,1583.7028346618104
28,2611.8667476124747
29,1606.1338111800478
30,1500.0419969824616
31,2098.5265695934922
32,1518.843833455693
33,1399.7208611206142
34,1552.8725269120293
35,1555.794381940128
36,1592.2716106976459
37,1739.0715421949712
38,1852.6446011082517
39,2053.22499840886
40,1700.9598673712105
41,1917.474827815548
42,1972.5003592877094
43,1854.0360862982593
44,1573.809769850279
45,2271.2475436297764
46,1850.3159416639694
47,1394.0239256371924
48,1487.6803684031568
49,1478.06009106148
50,1313.0652964136661
51,1932.1618470357625
52,1927.591964213649
53,1680.149156603196
54,2034.568118085317
55,2044.854032580262
56,1338.2281955198569
57,1983.9869898756274
58,2001.6787401660895
59,1350.3879297350109
60,1431.1056415810044
61,2626.0712343765663
62,1707.566670541809
63,1974.5150482807965
64,1419.4445782709986
65,1948.3111133700113
66,1844.0163521351792
67,1446.531586625769
68,1614.748056991015
69,1668.3714136238198
70,2147.4691548283286
71,1479.1165652446489
72,1921.4904667536086
73,1930.5144665442094
74,1715.253726565292
75,1966.2942925234415
76,2171.7609530157997
77,1997.2809373510959
78,1510.9101705030757
79,2029.1427204952752
80,1680.0570161238625
81,1222.2607452222755
82,1773.7293358477073
83,1330.4579937317558
84,1511.9439231877238
85,1572.9975961853897
86,2117.530042327903
87,1493.6543314509076
88,1352.6113129238192
89,2195.8214881350264
90,1903.6842116525268
91,1589.2644011769546
92,1781.0532849099204
93,1415.3905563795925
94,1791.9572763616613
95,2271.678208483188
96,1860.0262934895632
97,1562.650205525815
98,1680.915805416827
99,2091.4391425283857
100,1609.5425230075432
101,1802.4571528151173
102,1678.9690399350234
103,1860.172012957603
104,1681.183168027481
105,2249.7204378499655
106,2664.692736051379
107,1753.0303996145637
108,1330.7811509017245
109,1783.093998923732
110,1491.795837302252
111,1877.1652334399676
112,1969.397557310201
113,1501.6666413036783
114,1782.9293578351612
115,2105.611644471567
116,2228.24074401241
117,1724.5922762126881
118,1561.442197749192
119,1920.8083261953889
120,1525.4713339488503
121,1916.1043038631572
122,1715.7855783959444
123,1775.3770511107891
124,1878.7655048505062
125,2155.704506485414
126,2086.40218914952
127,1771.4782216618785
128,1377.081291882562
129,1779.6732393269972
130,1815.0725123810155
131,1759.1680166090682
132,1832.90340780878
133,1798.6249463932622
134,2238.137631999759
135,1892.4413878044056
136,1940.112758221964
137,1879.03011226548
138,1805.9595164402494
139,1505.8038701771993
140,1533.0334215231157
141,1630.9323053849544
142,1962.2992371913576
143,2438.5280079392696
144,2011.0047958412092
145,2241.12418318275
146,1836.603928255994
147,1982.2658525012378
148,2026.0214104433298
149,1943.208064386323
150,1990.7660250706006
151,1405.3242687072066
152,1705.419268168516
153,1816.7272461262796
154,2106.9244801648147
155,1579.1035342930068
156,2168.568573581644
157,1735.4828142330819
158,1856.2237854640032
159,1972.307657882338
160,2169.0676870297566
161,1540.5373616511404
162,2022.1994027402493
163,1681.7963276182272
164,2301.156104384314
165,1673.1975701942818
166,1909.0206087064464
167,2089.4722660926245
168,1602.9710285954538
169,1610.9115183771726
170,1781.7999381312127
171,1573.1968655020105
172,1873.0600398037436
173,1751.6681309322107
174,2314.0443490402668
175,1685.254125063418
176,2069.054586773655
177,2068.045201852963
178,1906.8418639385097
179,1415.5707513960815
180,1439.2944836627723
